総覧ID,総覧抄録ID,遺跡名,遺跡名かな,本内順位,遺跡所在地,所在地2,lon,lat,所在地ふりがな,市町村コード,遺跡番号,北緯（日本測地系）,東経（日本測地系）,北緯（世界測地系）,東経（世界測地系）,調査期間|調査期間,調査期間1,調査期間2,調査面積|調査面積,調査面積2,調査原因
47686,91104,武蔵国府関連遺跡　福島啓造宅地区　第847次,むさしこくふかんれんいせき,23,東京都府中市八幡町2-19-31,06八幡町,139.487869,35.669312,とうきょうとふちゅうしはちまんちょう,13206,2,,,353957,1392932,19950613-19950710,1995,,44.3,44.3,個人住宅
47686,91105,武蔵国府関連遺跡　第二梅沢ビル地区　第859次,むさしこくふかんれんいせき,24,東京都府中市美好町1-1-14,09美好町,139.473343,35.673,とうきょうとふちゅうしみよしちょう,13206,2,,,354011,1392837,19950809-19950810,1995,,128.2,128.2,ビル
47686,91106,武蔵国府関連遺跡　ライオンズマンション府中分倍河原地区　第853次,むさしこくふかんれんいせき,25,東京都府中市美好町2-14-1,09美好町,139.466293,35.673321,とうきょうとふちゅうしみよしちょう,13206,2,,,354013,1392811,19950713-19950930,1995,,704.3,704.3,集合住宅
47686,91107,武蔵国府関連遺跡　佐伯春男・落合節男宅地区　第883次,むさしこくふかんれんいせき,26,東京都府中市美好町2-23-8,09美好町,139.465347,35.674358,とうきょうとふちゅうしみよしちょう,13206,2,,,354017,1392808,19960210-19960226,1996,,97.7,97.7,個人住宅
47686,91108,武蔵国府関連遺跡　前田友一宅地区　第878次,むさしこくふかんれんいせき,27,東京都府中市美好町2-49-3,09美好町,139.466614,35.677605,とうきょうとふちゅうしみよしちょう,13206,2,,,354027,1392811,19960124-19960201,1996,,152.6,152.6,個人住宅
47686,91109,武蔵国府関連遺跡　ライオンズマンション京王分倍河原地区　第851次,むさしこくふかんれんいせき,28,東京都府中市美好町2-8,09美好町,139.465363,35.672485,とうきょうとふちゅうしみよしちょう,13206,2,,,354009,1392809,19950630-19950803,1995,,532.8,532.8,集合住宅
47686,91110,武蔵国府関連遺跡　グランドール開田地区　第842次,むさしこくふかんれんいせき,29,東京都府中市美好町3-1-16,09美好町,139.469086,35.670872,とうきょうとふちゅうしみよしちょう,13206,2,,,354003,1392820,19950526-19950817,1995,,307.6,307.6,集合住宅
47686,91111,武蔵国府関連遺跡　府中美好町デュ?プレックス地区　第833次,むさしこくふかんれんいせき,30,東京都府中市美好町3-10-39,09美好町,139.46669,35.670364,とうきょうとふちゅうしみよしちょう,13206,2,,,354002,1392814,19950411-19950808,1995,,486.6,486.6,集合住宅
47686,91112,武蔵国府関連遺跡　メイツ府中地区　第854次,むさしこくふかんれんいせき,31,東京都府中市美好町3-15-7,09美好町,139.465591,35.671669,とうきょうとふちゅうしみよしちょう,13206,2,,,354009,1392806,19950720-19951025,1995,,939.5,939.5,集合住宅
47686,91113,武蔵国府関連遺跡　ファーストヴィレッジ地区　第845次,むさしこくふかんれんいせき,32,東京都府中市美好町3-19-1,09美好町,139.464401,35.671997,とうきょうとふちゅうしみよしちょう,13206,2,,,354009,1392805,19950605-19950829,1995,,354.9,354.9,集合住宅
47686,91114,武蔵国府関連遺跡　小野木高明・ちづ子宅地区　第869次,むさしこくふかんれんいせき,33,東京都府中市府中町1-12-12,04府中町,139.480255,35.67363,とうきょうとふちゅうしふちゅうちょう,13206,2,,,354015,1392901,19951005-19951118,1995,,99,99,個人住宅
47686,91115,武蔵国府関連遺跡　三ツ木住販ビル地区　第832次,むさしこくふかんれんいせき,34,東京都府中市府中町1-14-8,04府中町,139.479523,35.673698,とうきょうとふちゅうしふちゅうちょう,13206,2,,,354015,1392858,19950309-19950418,1995,,115.1,115.1,商業ビル
47686,91116,武蔵国府関連遺跡　パークサイドアベニュー地区　第835次,むさしこくふかんれんいせき,35,東京都府中市府中町1-23-5,04府中町,139.48053,35.67498,とうきょうとふちゅうしふちゅうちょう,13206,2,,,354018,1392901,19950417-19950509,1995,,68.9,68.9,集合住宅
47686,91117,武蔵国府関連遺跡　峯村敏文宅地区　第861次,むさしこくふかんれんいせき,36,東京都府中市府中町1-24-61,04府中町,139.480103,35.674976,とうきょうとふちゅうしふちゅうちょう,13206,2,,,354019,1392900,19950809-19950831,1995,,51.9,51.9,個人住宅
47686,91118,武蔵国府関連遺跡　大津正典宅地区　第837次,むさしこくふかんれんいせき,37,東京都府中市府中町2-10-3,04府中町,139.482101,35.67421,とうきょうとふちゅうしふちゅうちょう,13206,2,,,354015,1392907,19950424-19950520,1995,,96.8,96.8,個人住宅
47686,91120,武蔵国府関連遺跡　ライズ分梅地区　第857次,むさしこくふかんれんいせき,39,東京都府中市分梅町1-16-9,12分梅町,139.465378,35.668377,とうきょうとふちゅうしぶばいちょう,13206,2,,,353955,1392807,19950802-19951007,1995,,213.1,213.1,集合住宅
47686,91121,武蔵国府関連遺跡　福地好雄宅地区　第846次,むさしこくふかんれんいせき,40,東京都府中市片町1-1-28,08片町,139.473389,35.67218,とうきょうとふちゅうしかたまち,13206,2,,,354006,1392836,19950606-19950808,1995,,72.2,72.2,個人住宅
47686,91122,武蔵国府関連遺跡　アベニール桑田地区　第820次,むさしこくふかんれんいせき,41,東京都府中市片町1-15-4,08片町,139.471832,35.670803,とうきょうとふちゅうしかたまち,13206,2,,,354015,1392812,19950111-19950510,1995,,420.3,420.3,共同住宅
47686,91123,武蔵国府関連遺跡　府中市片町防災倉庫電源車車庫地区　第852次,むさしこくふかんれんいせき,42,東京都府中市片町1-17,08片町,139.47081,35.670925,とうきょうとふちゅうしかたまち,13206,2,,,354004,1392856,19950703-19951005,1995,,131.9,131.9,車庫
47686,91124,武蔵国府関連遺跡　グランシャリオ府中弐番館地区　第840次,むさしこくふかんれんいせき,43,東京都府中市片町2-18-46,08片町,139.469437,35.669651,とうきょうとふちゅうしかたまち,13206,2,,,353958,1392822,19950509-19950909,1995,,446.1,446.1,集合住宅
47686,91125,武蔵国府関連遺跡　ジークレフ府中分倍河原地区　第826次,むさしこくふかんれんいせき,44,東京都府中市片町2-22-1,08片町,139.470016,35.668934,とうきょうとふちゅうしかたまち,13206,2,,,353956,1392821,19950207-19950509,1995,,868.6,868.6,集合住宅
47686,91126,武蔵国府関連遺跡　朝倉敏夫宅地区　第884次,むさしこくふかんれんいせき,45,東京都府中市本宿町2-2-3,17本宿町,139.462784,35.67141,とうきょうとふちゅうしほんしゅくちょう,13206,2,,,354005,1392757,19960215-19960319,1996,,154.1,154.1,個人住宅
47686,91127,武蔵国府関連遺跡　サンヴェール府中地区　第831次,むさしこくふかんれんいせき,46,東京都府中市本宿町2-6-1,17本宿町,139.46228,35.671638,とうきょうとふちゅうしほんしゅくちょう,13206,2,,,354007,1392957,19950306-19950420,1995,,337.6,337.6,集合住宅
47686,91128,武蔵国府関連遺跡　府中砂場/そばうどん砂場地区　第850次,むさしこくふかんれんいせき,47,東京都府中市本町1-10-2,03本町,139.47757,35.667942,とうきょうとふちゅうしほんまち,13206,2,,,353954,1392850,19950621-19950718,1995,,90.7,90.7,店舗
47686,91129,武蔵国府関連遺跡　土方勉宅地区　第862次,むさしこくふかんれんいせき,48,東京都府中市本町1-15-10,03本町,139.478806,35.666504,とうきょうとふちゅうしほんまち,13206,2,,,353947,1392855,19950825-19950913,1995,,43.7,43.7,個人住宅
47686,91130,武蔵国府関連遺跡　清水一雄宅地区　第864次,むさしこくふかんれんいせき,49,東京都府中市本町1-15-2,03本町,139.478806,35.666504,とうきょうとふちゅうしほんまち,13206,2,,,353949,1392854,19950908-19950908,1995,,51.8,51.8,個人住宅
47686,91131,武蔵国府関連遺跡　PARK府中本町地区　第841次,むさしこくふかんれんいせき,50,東京都府中市本町1-9-23,03本町,139.477097,35.667721,とうきょうとふちゅうしほんまち,13206,2,,,353953,1392848,19950519-19950620,1995,,47.8,47.8,集合住宅
47686,91132,武蔵国府関連遺跡　ボニータ地区　第858次,むさしこくふかんれんいせき,51,東京都府中市本町2-17-1,03本町,139.475479,35.666679,とうきょうとふちゅうしほんまち,13206,2,,,353949,1392845,19950808-19951114,1995,,399.7,399.7,集合住宅
47686,91133,武蔵国府関連遺跡　都民住宅ヴェルドミール地区　第830次,むさしこくふかんれんいせき,52,東京都府中市本町2-18-3,03本町,139.475449,35.666084,とうきょうとふちゅうしほんまち,13206,2,,,353946,1392843,19950302-19950726,1995,,478,478,共同住宅
47686,91134,武蔵国府関連遺跡　市村邦之宅地区　第873次,むさしこくふかんれんいせき,53,東京都府中市緑町1-23-7,07緑町,139.486084,35.672951,とうきょうとふちゅうしみどりちょう,13206,2,,,354011,1392923,19951206-19951207,1995,,8.1,8.1,個人住宅
47686,91135,武蔵国府関連遺跡　中田龍佑地区　第844次,むさしこくふかんれんいせき,54,東京都府中市緑町2-16-3,07緑町,139.488846,35.672737,とうきょうとふちゅうしみどりちょう,13206,2,,,354010,1392931,19950601-19950601,1995,,49.6,49.6,個人住宅
47686,91136,武蔵国府関連遺跡　原田雄二宅地区　第882次,むさしこくふかんれんいせき,55,東京都府中市緑町2-16-3,07緑町,139.488846,35.672737,とうきょうとふちゅうしみどりちょう,13206,2,,,354011,1392932,19960207-19960221,1996,,60.3,60.3,個人住宅
47687,91138,武蔵国府関連遺跡　中島歯科地区　第909次,むさしこくふかんれんいせき,2,東京都府中市宮西町1-1-5,02宮西町,139.478577,35.672318,とうきょうとふちゅうしみやにしちょう,13206,2,,,354009,1392854,19960807-19960906,1996,,88.3,88.3,病院
47687,91139,武蔵国府関連遺跡　ウインドジャマーズ地区　第889次,むさしこくふかんれんいせき,3,東京都府中市宮西町1-13-4,02宮西町,139.477936,35.672459,とうきょうとふちゅうしみやにしちょう,13206,2,,,354009,1392852,19960307-19960501,1996,,185,185,共同住宅
47687,91140,武蔵国府関連遺跡　ナイスアーバン府中地区　第876次,むさしこくふかんれんいせき,4,東京都府中市宮西町3-1-2,02宮西町,139.475082,35.672707,とうきょうとふちゅうしみやにしちょう,13206,2,,,354010,1392843,19960112-19960402,1996,,549.4,549.4,集合住宅
47687,91141,武蔵国府関連遺跡　ボヌール府中地区　第937次,むさしこくふかんれんいせき,5,東京都府中市宮西町5-25-1,02宮西町,139.476639,35.669048,とうきょうとふちゅうしみやにしちょう,13206,2,,,353957,1392847,19961209-19970305,1996,,507.9,507.9,集合住宅
47687,91142,武蔵国府関連遺跡　府中宮町セントラルハイツ地区　第887次,むさしこくふかんれんいせき,6,東京都府中市宮町1-26-1,01宮町,139.482315,35.670292,とうきょうとふちゅうしみやまち,13206,2,,,354002,1392907,19960305-19960611,1996,,583.8,583.8,共同住宅
47687,91143,武蔵国府関連遺跡　大国魂神社参集殿増改築地区　第875次,むさしこくふかんれんいせき,7,東京都府中市宮町3-1-1,01宮町,139.479401,35.669147,とうきょうとふちゅうしみやまち,13206,2,,,354005,1392907,19960108-19960719,1996,,346.3,346.3,神社
47687,91144,武蔵国府関連遺跡　東府中パークホームズ地区　第914次,むさしこくふかんれんいせき,8,東京都府中市若松町2-7-52,13若松町,139.494659,35.671829,とうきょうとふちゅうしわかまつちょう,13206,2,,,354008,1392952,19960903-19961007,1996,,444,444,集合住宅
47687,91145,武蔵国府関連遺跡　フォンターナ東府中地区　第896次,むさしこくふかんれんいせき,9,東京都府中市若松町2-7-8,13若松町,139.494659,35.671829,とうきょうとふちゅうしわかまつちょう,13206,2,,,354006,1392952,19960524-19960604,1996,,186.6,186.6,集合住宅
47687,91146,武蔵国府関連遺跡　清水接骨院地区　第915次,むさしこくふかんれんいせき,10,東京都府中市寿町1-2-6,05寿町,139.47818,35.672787,とうきょうとふちゅうしことぶきちょう,13206,2,,,354011,1392853,19960917-19961212,1996,,89.1,89.1,病院
47687,91147,武蔵国府関連遺跡　アルブル地区　第927次,むさしこくふかんれんいせき,11,東京都府中市寿町1-9-1,05寿町,139.478775,35.675442,とうきょうとふちゅうしことぶきちょう,13206,2,,,354020,1392854,19961028-19961210,1996,,83.6,83.6,共同住宅
47687,91148,武蔵国府関連遺跡　ホテル中央館地区　第910次,むさしこくふかんれんいせき,12,東京都府中市寿町2-1-11,05寿町,139.477493,35.673065,とうきょうとふちゅうしことぶきちょう,13206,2,,,354011,1392853,19960820-19960927,1996,,233.6,233.6,ホテル
47687,91149,武蔵国府関連遺跡　府中キリスト集会所地区　第894次,むさしこくふかんれんいせき,13,東京都府中市寿町2-8-9,05寿町,139.47525,35.674637,とうきょうとふちゅうしことぶきちょう,13206,2,,,354018,1392843,19960425-19970612,1996,,108,108,教会
47687,91150,武蔵国府関連遺跡　シャルマンやなぎ地区　第922次,むさしこくふかんれんいせき,14,東京都府中市清水が丘1-4-28,10清水が丘,139.493835,35.66827,とうきょうとふちゅうししみずがおか,13206,2,,,353956,1392851,19961016-19961116,1996,,135,135,集合住宅
47687,91151,武蔵国府関連遺跡　モナークサンシティ府中地区　第946次,むさしこくふかんれんいせき,15,東京都府中市西府町2-3-2,18西府町,139.458282,35.674179,とうきょうとふちゅうしにしふちょう,13206,2,,,354015,1392741,19970214-19970331,1997,,443.5,443.5,集合住宅
47687,91152,武蔵国府関連遺跡　（有）アキオー地区　第925次,むさしこくふかんれんいせき,16,東京都府中市白糸台4-17-20,16白糸台,139.511002,35.663853,とうきょうとふちゅうししらいとだい,13206,2,,,353939,1393052,19961022-19961022,1996,,61.8,61.8,店舗
