総覧ID,総覧抄録ID,種別,時代,主な遺構,住居,掘立,井戸,道路,主な遺物,特記事項,遺跡名,遺跡名かな,本内順位,遺跡所在地,lon,lat,所在地ふりがな,市町村コード,遺跡番号,北緯（日本測地系）,東経（日本測地系）,北緯（世界測地系）,東経（世界測地系）,調査期間,調査面積,調査面積2,調査原因
48035,91009,集落|官衙,奈良|平安,竪穴建物3|掘立柱建物1,3,1,,,土師器|須恵器|鞴羽口|鉄製品,時代 : 奈良から平安,武蔵国府関連遺跡　センチュリーパレス地区　第0118次,むさしこくふかんれんいせき　せんちゅりーぱれすちく,8,東京都府中市若松町2-7-45,139.494659,35.671829,とうきょうとふちゅうしわかまつちょうにのななのよんじゅうご,13206,2,,,354015,1392941,19801101-19801118,214.9,214.9,
48036,91010,集落|官衙,奈良|平安,竪穴建物2|土壙墓1|土坑3,2,,,,土師器|須恵器|灰釉陶器|銅鏡|銅製帯金具,時代 : 奈良から平安,武蔵国府関連遺跡　セントカサフェンテ地区　第1484次,むさしこくふかんれんいせき　せんとかさふぇんてちく,42,東京都府中市清水が丘1-5-8,139.493622,35.667587,とうきょうとふちゅうししみずがおかいちのごのはち,13206,2,,,354000,1392938,20100127-20100308,218,218,
47672,91011,集落|官衙,奈良|平安,掘立柱建物1|土坑6,,1,,,土師器|須恵器,時代 : 奈良から平安,武蔵国府関連遺跡　セントラルフィットネスクラブ府中地区　第222次,むさしこくふかんれんいせき,8,東京都府中市八幡町1-9-2,139.485519,35.669594,とうきょうとふちゅうし,13206,2,,,,,19830902-19831228,702.7,702.7,建物新築
47679,91012,集落|官衙,奈良|平安,竪穴建物3|掘立柱建物1|柵1|溝3,3,1,,,土師器（杯）|長銅甕|鉄鏃|刀子,時代 : 奈良から平安,武蔵国府関連遺跡　ソネット府中地区　第955次,むさしこくふかんれんいせき,47,東京都府中市本町1-2-3,139.477341,35.668476,とうきょうとふちゅうし,13206,2,,,,,19970421-19970710,310.5,310.5,建物新築
47695,91013,集落|官衙,奈良|平安,土坑1,,,,,土器,時代 : 奈良から平安,武蔵国府関連遺跡　ダイアパレス府中地区　第758次,むさしこくふかんれんいせき　だいあぱれすふちゅう,27,東京都府中市美好町2-1-8,139.467529,35.673206,とうきょうとふちゅうしみよしちょう,13206,2,,,354021,1392803,19931006-19931218,740.8,740.8,集合住宅建設
47686,91014,集落|官衙,奈良|平安,竪穴建物9|柵2|土坑1,9,,,,須恵器|土師器|灰釉陶器|鉄製カコ|青銅大盤,時代 : 奈良から平安,武蔵国府関連遺跡　ダイナシティ府中地区　第823次,むさしこくふかんれんいせき,5,東京都府中市宮町1-22-7,139.481415,35.670841,とうきょうとふちゅうしみやまち,13206,2,,,354004,1392904,19950124-19950419,220,220,集合住宅
47694,91015,集落|官衙,奈良|平安,竪穴建物1|土坑2|溝1,1,,,,動物遺存体（ウマ（下顎骨））|須恵器|円礫,時代 : 奈良から平安,武蔵国府関連遺跡　ダイヤモンドスクエア東府中地区　第655次,むさしこくふかんれんいせき　だいやもんどすくえあひがしふちゅう,53,東京都府中市緑町3-3-6,139.49295,35.669979,とうきょうとふちゅうしみどりちょう,13206,2,,,354010,1392935,19911217-19920417,575.4,575.4,集合住宅建設
47694,91019,集落|官衙,奈良|平安,竪穴建物7|溝1,7,,,,須恵器|土師器|鉄製紡錘車,時代 : 奈良から平安,武蔵国府関連遺跡　チヨヅルアネックス地区　第666次,むさしこくふかんれんいせき　ちよづるあねっくす,12,東京都府中市寿町1-8-19,139.478958,35.675156,とうきょうとふちゅうしことぶきちょう,13206,2,,,354028,1392843,19920227-19920518,71.4,71.4,集合住宅建設
47672,91020,集落|官衙,奈良|平安,竪穴建物21|掘立柱建物1|柵1|道路1|土坑9|溝3,21,1,,1,土師器|須恵器|灰釉陶器|瓦|鉄製品（刀子・鉄鏃・紡錘車・丸鞆）,時代 : 奈良から平安,武蔵国府関連遺跡　ディスカウントショップ　ドン・キホーテ地区　第200次,むさしこくふかんれんいせき,30,東京都府中市緑町2-6-3,139.48996,35.670708,とうきょうとふちゅうし,13206,2,,,,,19830214-19830917,2524.7,2524.7,建物新築
47695,91021,集落|官衙,奈良|平安,竪穴建物3,3,,,,土師器（甕）|須恵器（杯）,時代 : 奈良から平安,武蔵国府関連遺跡　テオリア府中地区　第765次,むさしこくふかんれんいせき　ておりあふちゅう,3,東京都府中市宮西町2-20-1,139.47789,35.669334,とうきょうとふちゅうしみやにしちょう,13206,2,,,354008,1392840,19931208-19940207,177.1,177.1,集合住宅建設
47680,91023,集落|官衙,奈良|平安,竪穴建物4|掘立柱建物3|柵1|土坑14|溝2,4,3,,,土師質土器|鉄製品（鎌・刀子・錐）,時代 : 奈良から平安,武蔵国府関連遺跡　デュオスカラ府中駅前地区　第1084次,むさしこくふかんれんいせき,32,東京都府中市府中町1-12,139.480255,35.67363,とうきょうとふちゅうし,13206,2,,,,,19991129-20000114,131.1,131.1,建物新築
47710,91024,集落,古代(細分不明),竪穴建物24|掘立柱建物8|土坑29,24,8,,,土師器|須恵器|火燧金|鍍金したハバキが付く刀子,大型の掘立柱建物がまとまって検出された。,武蔵国府関連遺跡　デュオ府中駅前地区　第1401次,むさしこくふかんれんいせき,3,東京都府中市宮町1-19-3/1-32-1/2,139.482056,35.67157,とうきょうとふちゅうしみやまち,13206,2,,,354017.37,1392857.33,20071001-20080822,824.1,824.1,
48109,91025,集落,古代(細分不明),竪穴建物47,47,,,,掘立柱建物3|柵5|井戸2|道路11|溝56|土坑89-土師器（杯|甕ほか）|人面墨書土器|漆紙文書|緑釉陶器|灰釉陶器|鉄製品ほか,,武蔵国府関連遺跡　デュオ府中駅前地区　第1492次,むさしこくふかんれんいせき　でゅおふちゅうえきまえちく,5,東京都府中市宮町1-17-19,139.482819,35.671669,とうきょうとふちゅしみやまちいちのじゅうななからじゅうきゅう,13206,2,,,354017,1392856,20100409-20100422,13.6,13.6,
48109,91025,,古代(細分不明),土壙墓7,,,,,,,武蔵国府関連遺跡　デュオ府中駅前地区　第1492次,むさしこくふかんれんいせき　でゅおふちゅうえきまえちく,5,東京都府中市宮町1-17-19,139.482819,35.671669,とうきょうとふちゅしみやまちいちのじゅうななからじゅうきゅう,13206,2,,,354017,1392856,20100409-20100422,13.6,13.6,
47679,91026,集落,古代(細分不明),竪穴建物14|鍛冶工房跡1|溝8|土坑5,14,,,,土師器|須恵器|富寿神宝|鉄滓|円面硯,,武蔵国府関連遺跡　ドミール府中地区　第982次,むさしこくふかんれんいせき,11,東京都府中市寿町3-1-4,139.474747,35.673138,とうきょうとふちゅうし,13206,2,,,,,19971117-199980210,345.4,345.4,建物新築
47687,91028,集落|官衙,古代(細分不明),竪穴建物1,1,,,,,,武蔵国府関連遺跡　ナイスアーバン府中地区　第876次,むさしこくふかんれんいせき,4,東京都府中市宮西町3-1-2,139.475082,35.672707,とうきょうとふちゅうしみやにしちょう,13206,2,,,354010,1392843,19960112-19960402,549.4,549.4,集合住宅
48109,91029,集落|官衙,古代(細分不明),溝3|土坑3,,,,,打製石斧,,武蔵国府関連遺跡　ニチイケアセンター西府 グループホーム ニチイのほほえみ地区　第1505次,むさしこくふかんれんいせき　にちいけあせんたーにしふ ぐるーぷほーむ にちいのほほえみちく,16,東京都府中市本宿町1-24-5から7,139.461716,35.670486,とうきょうとふちゅうしほんしゅくちょう,13206,2,,,354014,1392742,20100705-20100729,82.2,82.2,
62556,91030,集落|官衙,古代(細分不明),,,,,,瓦（線刻　企）,,武蔵国府関連遺跡　ノースヴィレッジ地区　第1653次,むさしこくふかんれん遺跡,,東京都府中市片町2-20-10,139.468994,35.66964,とうきょうとふちゅうしかたまち2-20-10,13206,2,,,,,20140217-20140318,100.9,100.9,共同住宅建設
47672,91031,集落|官衙,古代(細分不明),溝2|土坑1,,,,,,,武蔵国府関連遺跡　パーキング78地区　第206次,むさしこくふかんれんいせき,23,東京都府中市府中町1-8-1ほか,139.481155,35.672714,とうきょうとふちゅうし,13206,2,,,,,19830401-19830512,144.8,144.8,建物新築
47686,91033,集落|官衙,古代(細分不明),竪穴建物1|土坑1,1,,,,須恵器（杯+蓋）,,武蔵国府関連遺跡　パークサイドK地区　第825次,むさしこくふかんれんいせき,11,東京都府中市宮町2-18-2,139.482315,35.6698,とうきょうとふちゅうしみやまち,13206,2,,,353959,1392907,19950207-19950417,160.3,160.3,集合住宅
47686,91034,集落|官衙,古代(細分不明),土坑1,,,,,,,武蔵国府関連遺跡　パークサイドアベニュー地区　第835次,むさしこくふかんれんいせき,35,東京都府中市府中町1-23-5,139.48053,35.67498,とうきょうとふちゅうしふちゅうちょう,13206,2,,,354018,1392901,19950417-19950509,68.9,68.9,集合住宅
47646,91035,集落|官衙,古代(細分不明),土坑2,,,,,,,武蔵国府関連遺跡　パークハイム府中地区・武蔵府中郵便局地区　第33・34次,むさしこくふかんれんいせき,1,東京都府中市寿町1丁目,139.478683,35.675373,とうきょうとふちゅうしことぶきちょういっちょうめ,13206,2,,,,,19780201-19790315,7524,7524,
47694,91036,集落|官衙,古代(細分不明),掘立柱建物3|溝1|土坑1,,3,,,,,武蔵国府関連遺跡　パークハウス宮西地区　第715次,むさしこくふかんれんいせき　ぱーくはうすみやにし,5,東京都府中市宮西町5-6-5,139.475403,35.669643,とうきょうとふちゅうしみやにしちょう,13206,2,,,354009,1392832,19921222-19930304,201.6,201.6,集合住宅建設
47687,91038,集落|官衙,古代(細分不明),溝1,,,,,,,武蔵国府関連遺跡　ハイグレイス・T地区　第890次,むさしこくふかんれんいせき,24,東京都府中市八幡町3-2-3,139.490967,35.669712,とうきょうとふちゅうしはちまんちょう,13206,2,,,353959,1392940,19960328-19960424,121.4,121.4,集合住宅
47695,91039,集落|官衙,古代(細分不明),竪穴建物1|溝2,1,,,,,,武蔵国府関連遺跡　ハイシティ東府中地区　第767次,むさしこくふかんれんいせき　はいしてぃひがしふちゅう,23,東京都府中市八幡町3-6-45,139.491653,35.669102,とうきょうとふちゅうしはちまんちょう,13206,2,,,354008,1392930,19931227-19940301,233.1,233.1,集合住宅建設
47695,91040,集落|官衙,古代(細分不明),竪穴建物6|掘立柱建物1,6,1,,,土師器（盤状杯+甕）|須恵器（杯+蓋）,主な時代：奈良　平安,武蔵国府関連遺跡　ハイタウン武蔵野駐車場地区　第747次,むさしこくふかんれんいせき　はいたうんむさしのちゅうしゃじょう,17,東京都府中市白糸台5-1-1,139.512848,35.664516,とうきょうとふちゅうししらいとだい,13206,2,,,353950,1393047,19930626-19930713,134.3,134.3,駐車場建設
47685,91041,集落|官衙,古代(細分不明),竪穴建物4|掘立柱建物1|溝1|土坑1,4,1,,,須恵器（杯+蓋）,,武蔵国府関連遺跡　ハイツ　YOU地区　第345次,むさしこくふかんれんいせき,20,東京都府中市寿町2-9-3,139.475174,35.674988,とうきょうとふちゅうし,13206,2,,,,,19861117-19861209,175.4,175.4,建物新築等
47686,91042,集落|官衙,古代(細分不明),竪穴建物11|柵1|土坑9,11,,,,土師器（杯+甕）|須恵器（杯+長頸瓶+甕）|灰釉陶器（椀）,,武蔵国府関連遺跡　ハイツコンフォート地区　第881次,むさしこくふかんれんいせき,19,東京都府中市白糸台1-79-11,139.505768,35.665588,とうきょうとふちゅうししらいとだい,13206,2,,,353944,1393033,19960202-19960314,235.3,235.3,共同住宅
47680,91043,集落|官衙,古代(細分不明),溝6|土坑2,,,,,セン|輸入磁器（ヨーロッパ産軟質磁器）|ミニチュア土器|土人形,主な時代：中世,武蔵国府関連遺跡　パステル府中地区　第1078次,むさしこくふかんれんいせき,29,東京都府中市八幡町2-26-12,139.489151,35.669907,とうきょうとふちゅうし,13206,2,,,,,19991028-19991130,136.6,136.6,建物新築
47678,91044,集落|官衙,古代(細分不明),竪穴建物2,2,,,,須恵器（杯）|刀子|土人形,,武蔵国府関連遺跡　パストラル府中地区　第234次,むさしこくふかんれんいせき,14,東京都府中市府中町2-18-24,139.482635,35.674839,とうきょうとふちゅうし,13206,2,,,,,19840303-19840426,206.8,206.8,建物新築
47694,91045,官衙,古代(細分不明),溝1,,,,,瓦,種別：集落　官衙,武蔵国府関連遺跡　パディーフィールドハウス地区　第677次,むさしこくふかんれんいせき　ぱでぃいふぃーるどはうす,24,東京都府中市八幡町2-4-2,139.487091,35.670021,とうきょうとふちゅうしはちまんちょう,13206,2,,,354010,1392914,19920427-19920720,244.3,244.3,集合住宅建設
47687,91046,集落|官衙,古代(細分不明),道路1|溝5,,,,1,,,武蔵国府関連遺跡　パルハイム甲坂地区　第933次,むさしこくふかんれんいせき,36,東京都府中市府中町1-25-9,139.479599,35.675179,とうきょうとふちゅうしふちゅうちょう,13206,2,,,354021,1392859,19961119-19961214,138.7,138.7,集合住宅
47685,91047,集落|官衙,古代(細分不明),掘立柱建物1,,1,,,,,武蔵国府関連遺跡　パワーズマンション地区　第341次,むさしこくふかんれんいせき,53,東京都府中市緑町2-17-10,139.489792,35.672459,とうきょうとふちゅうし,13206,2,,,,,19861013-19861030,99.8,99.8,建物新築等
47695,91048,集落|官衙,古代(細分不明),竪穴建物3|溝1,3,,,,土師器（杯+甕）|須恵器（杯+甕）,主な時代：奈良　平安,武蔵国府関連遺跡　ピア・イワセ地区　第771次,むさしこくふかんれんいせき　びあ　いわせ,36,東京都府中市片町2-10-1,139.472153,35.669792,とうきょうとふちゅうしかたまち,13206,2,,,354010,1392820,19940126-19940218,31.7,31.7,集合住宅建設
48109,91049,集落|官衙,古代(細分不明),竪穴建物4|溝1|土坑3,4,,,,土師器（杯+甕）|須恵器（杯+椀+鉢）,,武蔵国府関連遺跡　ビアン デザミティエ ア ヴォートル地区　第1509次,むさしこくふかんれんいせき　びあん でざみてぃえ あ  ぉーとるちく,20,東京都府中市本町1-3-6,139.476746,35.668484,とうきょうとふちゅうしほんまちいちのさんのろく,13206,2,,,354006,1392836,20100722-20100831,208.1,208.1,
47687,91050,集落|官衙,古代(細分不明),竪穴建物3|溝1|土坑1,3,,,,土師器（杯+甕）|須恵器（杯+椀+鉢）,,武蔵国府関連遺跡　ピースプラザ地区　第931次,むさしこくふかんれんいせき,45,東京都府中市片町2-16-1,139.469925,35.669846,とうきょうとふちゅうしかたまち,13206,2,,,354000,1392823,19961105-19970312,1062,1062,病院
47694,91051,集落|官衙,古代(細分不明),竪穴建物5|掘立柱建物2|溝2|土坑2,5,2,,,土師器（杯+甕）|ロクロ土師器（杯）|須恵器（杯+蓋）|土玉,,武蔵国府関連遺跡　ビジネスホテルBAN地区　第710次,むさしこくふかんれんいせき　びじねすほてるばん,15,東京都府中市寿町3-4-14,139.474701,35.673553,とうきょうとふちゅうしことぶきちょう,13206,2,,,354023,1392830,19921210-19921217,73,73,ホテル建設
47687,91053,集落|官衙,古代(細分不明),竪穴建物4|溝2|土坑3,4,,,,土師器（甕）|動物遺存体（ウマ（歯））,主な時代：奈良　平安,武蔵国府関連遺跡　ピュア府中地区　第888次,むさしこくふかんれんいせき,22,東京都府中市八幡町2-5-7,139.486252,35.66954,とうきょうとふちゅうしはちまんちょう,13206,2,,,353959,1392922,19960306-19960620,403.5,403.5,集合住宅
48172,91054,集落|官衙,古代(細分不明),竪穴建物1|土坑1,1,,,,須恵器（杯）|砥石,,武蔵国府関連遺跡　ビラ奥島1地区　M36第2次,むさしこくふかんれんいせき,1,東京都府中市寿町3-4-10,139.474701,35.673553,とうきょうとふちゅうしことぶきちょう,13206,2,354025,1392829,,,19790518-19790531,80,80,住宅建築
47673,91055,集落|官衙,古代(細分不明),溝2|土坑3,,,,,須恵器（杯）,,武蔵国府関連遺跡　ヒルズ府中宮西地区　第1033次,むさしこくふかんれんいせき,4,東京都府中市宮西町3-12-1,139.474915,35.67165,とうきょうとふちゅうし,13206,2,,,,,19981201-19990304,731.7,731.7,建物新築
48354,91056,集落|官衙,古代(細分不明),掘立柱建物2|溝2,,2,,,土師器（甕）,主な時代：平安,武蔵国府関連遺跡　ヒルズ府中白糸台地区,むさしこくふかんれんいせき,1,東京都府中市白糸台1-9-1ほか,139.507065,35.668015,とうきょうとふちゅうししらいとだい,13206,2,353952,1393036,,,20001101-20001130,800,800,共同住宅建設
47686,91057,集落|官衙,古代(細分不明),竪穴建物1|溝2|土坑2,1,,,,土師器（杯）,,武蔵国府関連遺跡　ファーストヴィレッジ地区　第845次,むさしこくふかんれんいせき,32,東京都府中市美好町3-19-1,139.464401,35.671997,とうきょうとふちゅうしみよしちょう,13206,2,,,354009,1392805,19950605-19950829,354.9,354.9,集合住宅
