総覧ID,総覧抄録ID,種別,時代,主な遺構,住居,掘立,井戸,道路,主な遺物,特記事項,遺跡名,遺跡名かな,本内順位,遺跡所在地,lon,lat,所在地ふりがな,市町村コード,遺跡番号,北緯（日本測地系）,東経（日本測地系）,北緯（世界測地系）,東経（世界測地系）,調査期間,調査面積,調査面積2,調査原因
47680,91168,集落,奈良|平安,竪穴建物11|土坑11,11,,,,須恵器,,武蔵国府関連遺跡　奥島平八郎宅地区　第1091次,むさしこくふかんれんいせき,13,東京都府中市寿町2-10,139.474762,35.67527,とうきょうとふちゅうし,13206,2,,,,,20000112-20000309,366.8,366.8,建物新築
47673,91169,集落,奈良|平安,竪穴建物3|道路1|土坑2,3,,,1,土器,,武蔵国府関連遺跡　奥野信夫宅地区　第1006次,むさしこくふかんれんいせき,5,東京都府中市宮西町3-13-4,139.474335,35.671619,とうきょうとふちゅうし,13206,2,,,,,19980602-19980707,58,58,建物新築
47673,91170,集落,奈良|平安,竪穴建物1|土坑1,1,,,,土器,,武蔵国府関連遺跡　仮称　府中片町マンション地区　第994次,むさしこくふかんれんいせき,41,東京都府中市片町2-1-3,139.47348,35.670254,とうきょうとふちゅうし,13206,2,,,,,19980204-19980514,430.1,430.1,建物新築
48107,91171,集落,奈良|平安,竪穴建物6|墳墓1|土坑4|溝1,6,,,,,,武蔵国府関連遺跡　仮称宮町共同ビル・第1次地区　第0081次,むさしこくふかんれんいせき　かしょうみやまちきょうどうびる　だいいちじちく,5,東京都府中市宮町1-20-6/7,139.4814,35.671452,とうきょとふちゅうしみやまち,13206,2,,,354016,1392853,19790910-19800205,369,369,
48172,91172,集落,奈良|平安,土坑1,,,,,,,武蔵国府関連遺跡　加藤酒店地区　V8第4次・V9第3次,むさしこくふかんれんいせき,9,東京都府中市白糸台4-13-110,139.51178,35.664516,とうきょうとふちゅうししらいとだい,13206,2,353950,1393043,,,19790903-19791002,233,233,店舗建設
47647,91173,集落,奈良|平安,柵1,,,,,,,武蔵国府関連遺跡　河辺歯科医院地区　第32次,むさしこくふかんれんいせき,3,東京都府中市寿町1-4,139.478561,35.673393,とうきょうとふちゅうしことぶきちょう,13206,2,,,,,19780124-19780221,141.4,141.4,
47678,91174,集落,奈良|平安,竪穴建物2|掘立柱建物1|道路1|土坑2|溝1,2,1,,1,,,武蔵国府関連遺跡　花輪ビル地区　第257次,むさしこくふかんれんいせき,11,東京都府中市府中町1-29-2,139.480698,35.675812,とうきょうとふちゅうし,13206,2,,,,,19850108-19850128,138.9,138.9,建物新築
47673,91175,集落,奈良|平安,竪穴建物2|掘立柱建物3|道路2|溝2,2,3,,1,,,武蔵国府関連遺跡　海老澤恵二・信行宅地区　第998次,むさしこくふかんれんいせき,43,東京都府中市本町1-2-1,139.477341,35.668476,とうきょうとふちゅうし,13206,2,,,,,19980224-19980416,110.9,110.9,建物新築
47680,91176,集落,奈良|平安,竪穴建物4|掘立柱建物5|道路1|土坑4|溝7,4,5,,1,,,武蔵国府関連遺跡　柿の木コート地区　第1051次・第1060次,むさしこくふかんれんいせき,5,東京都府中市宮西町5-23-1,139.475891,35.669121,とうきょうとふちゅうし,13206,2,,,,,19990415-19990726,253.9,253.9,建物新築
47685,91177,集落,奈良|平安,竪穴建物12|掘立柱建物4|柵2|土坑2,12,4,,,土器|土錘|植物遺存体（モモ（種子））|動物遺存体（ウマ（歯））|刀子|銅製品,,武蔵国府関連遺跡　角ないとうビル地区　第310次,むさしこくふかんれんいせき,43,東京都府中市府中町2-1-7,139.482315,35.672905,とうきょうとふちゅうし,13206,2,,,,,19860513-19860818,137.1,137.1,建物新築等
47679,91178,集落,奈良|平安,竪穴建物2|道路1|土坑1|溝3,2,,,1,土器,,武蔵国府関連遺跡　株式会社ともや本社ビル地区　第960次,むさしこくふかんれんいせき,24,東京都府中市八幡町3-18-15,139.492172,35.667648,とうきょうとふちゅうし,13206,2,,,,,19970602-19970801,171.3,171.3,建物新築
47695,91179,集落,奈良|平安,道路2|溝8,,,,1,,,武蔵国府関連遺跡　株式会社三新東京支社地区　第754次,むさしこくふかんれんいせき　かぶしきがいしゃさんしんとうきょうしてん,20,東京都府中市八幡町2-21-12,139.487885,35.669975,とうきょうとふちゅうしはちまんちょう,13206,2,,,354010,1392916,19930910-19931004,81.5,81.5,社屋建設
47694,91180,集落,奈良|平安|江戸,竪穴建物1,1,,,,,主な時代：奈良　平安　江戸以降,武蔵国府関連遺跡　株式会社富山堂薬品地区　第719次,むさしこくふかんれんいせき　かぶしきがいしゃとやまどうやくひん,38,東京都府中市片町1-12-7,139.472595,35.671124,とうきょうとふちゅうしかたまち,13206,2,,,354014,1392822,19930129-19930316,47.4,47.4,社屋建設
47672,91181,集落,奈良|平安,竪穴建物1|道路1|土坑2|溝3,1,,,1,,,武蔵国府関連遺跡　関ビル地区　第209次,むさしこくふかんれんいせき,26,東京都府中市府中町2-21-10,139.484131,35.675137,とうきょうとふちゅうし,13206,2,,,,,19830425-19830505,84.3,84.3,建物新築
47673,91182,集落,奈良|平安|近世(細分不明)|近代(細分不明),竪穴建物2|掘立柱建物1|道路1|溝1,2,1,,1,,,武蔵国府関連遺跡　関岡錬宅地区　第1004次,むさしこくふかんれんいせき,24,東京都府中市八幡町3-9-10,139.490768,35.667919,とうきょうとふちゅうし,13206,2,,,,,19980501-19980502,37,37,建物新築
47673,91183,集落,奈良|平安,道路1|土坑4|溝2,,,,1,,,武蔵国府関連遺跡　関口雅子地区　第1013次,むさしこくふかんれんいせき,40,東京都府中市片町1-9-14,139.472519,35.671558,とうきょうとふちゅうし,13206,2,,,,,19980626-19980722,86,86,建物新築
48107,91185,集落,奈良|平安,土坑1,,,,,,主な時代：奈良　平安以降,武蔵国府関連遺跡　関根建設本社ビル地区　第0075次,むさしこくふかんれんいせき　せきねけんせつほんしゃびるちく,3,東京都府中市八幡町1-6-5,139.484833,35.670204,とうきょとふちゅうしはちまんちょういちのろくのご,13206,2,,,354012,1392905,19790816-19791206,353.8,353.8,
47679,91186,集落,奈良|平安,竪穴建物1|掘立柱建物1|溝3,1,1,,,土器,,武蔵国府関連遺跡　関田實宅地区　第948次,むさしこくふかんれんいせき,3,東京都府中市宮西町5-11-2,139.473984,35.669678,とうきょうとふちゅうし,13206,2,,,,,19970304-19970411,124.6,124.6,建物新築
47694,91187,集落,縄文|奈良|平安,道路1|土坑4|溝2,,,,1,,,武蔵国府関連遺跡　丸玉屋小勝ビル地区　第683次,むさしこくふかんれんいせき　まるたまやおかつびる,21,東京都府中市白糸台4-19-1,139.510529,35.663933,とうきょうとふちゅうししらいとだい,13206,2,,,353949,1393038,19920609-19920916,1077.8,1077.8,店舗兼集合住宅建設
47694,91188,集落,奈良|平安,土坑1,,,,,,,武蔵国府関連遺跡　岸真由美宅地区　第720次,むさしこくふかんれんいせき　きしまゆみたく,22,東京都府中市白糸台4-2-8,139.50914,35.665356,とうきょうとふちゅうししらいとだい,13206,2,,,353954,1393032,19930212-19930323,177.5,177.5,個人住宅建設
47680,91189,集落,古代(細分不明)|中世(細分不明)|近世(細分不明),竪穴建物3 |井戸4 |土坑16 |溝1,3,,1,,須恵器|土師器|陶磁器|銭貨など,,武蔵国府関連遺跡　喜多和美・杉山シヅ子宅地区　第1058次,むさしこくふかんれんいせき,30,東京都府中市八幡町3-2-31,139.490967,35.669712,とうきょうとふちゅうし,13206,2,,,,,19990623-19990817,77.2,77.2,建物新築
48035,91190,集落,古代(細分不明)|中世(細分不明)|近世(細分不明),,,,,,須恵器|土師器|板碑|陶磁器|銭貨など,時代 : 縄文　古代から近世,武蔵国府関連遺跡　亀甲ビル地区　第0105次,むさしこくふかんれんいせき　きっこうびるちく,5,東京都府中市宮西町5-8-2,139.474915,35.669685,とうきょうとふちゅうしみやにしちょうごのはちのに,13206,2,,,354009,1392830,19800421-19801016,499.9,499.9,
47673,91191,集落,古代(細分不明)|中世(細分不明)|近世(細分不明),竪穴建物3 |道路2 |墳墓6 |井戸4 |土坑21 |溝39,3,,1,1,,古代の大型井戸跡1基,武蔵国府関連遺跡　吉見屋ビル地区　第1015次,むさしこくふかんれんいせき,20,東京都府中市清水ヶ丘1-4-17,139.493835,35.66827,とうきょうとふちゅうし,13206,2,,,,,19980701-19980730,76.7,76.7,建物新築
47680,91192,集落,古代(細分不明)|中世(細分不明)|近世(細分不明),墳墓2|土坑11|溝1,,,,,,中世仏具埋納土坑1基,武蔵国府関連遺跡　吉田久夫宅地区　第1068次,むさしこくふかんれんいせき,22,東京都府中市白糸台4-22-14,139.509735,35.663387,とうきょうとふちゅうし,13206,2,,,,,19990820-19990831,55.4,55.4,建物新築
47680,91193,集落,古代(細分不明)|中世(細分不明)|近世(細分不明),竪穴建物1|道路4|土坑3|溝3,1,,,1,須恵器|土師器|丸瓦|銭貨|板碑|陶磁器など,大量出土銭埋納遺構1基,武蔵国府関連遺跡　久恒靖宅地区　第1103次,むさしこくふかんれんいせき,16,東京都府中市清水が丘2-11-9,139.495651,35.666271,とうきょうとふちゅうし,13206,2,,,,,20000327-20000328,88.2,88.2,建物新築
47680,91194,集落,古代(細分不明)|中世(細分不明)|近世(細分不明),道路3|墳墓5|土坑6|溝8,,,,1,,切り通しの道路跡・溝遺構,武蔵国府関連遺跡　久米医院地区　第1053次,むさしこくふかんれんいせき,18,東京都府中市清水が丘2-3-26,139.494965,35.666721,とうきょうとふちゅうし,13206,2,,,,,19990525-19990713,111.7,111.7,建物新築
47687,91195,集落,古代(細分不明)|中世(細分不明)|近世(細分不明),道路3|墳墓1|土坑11|溝2,,,,1,,,武蔵国府関連遺跡　久木元喜宅地区　第935次,むさしこくふかんれんいせき,51,東京都府中市緑町1-11-1,139.48587,35.671726,とうきょうとふちゅうしみどりちょう,13206,2,,,354008,1392918,19961129-19970204,159.3,159.3,個人住宅
48036,91196,集落,古墳|古代(細分不明)|中世(細分不明)|近世(細分不明),道路1|墳墓4|井戸4|土坑63|溝8,,,1,1,,方形周溝墓の一部,武蔵国府関連遺跡　宮町1丁目蕪木ビル地区　第1474次,むさしこくふかんれんいせき　みやまちいっちょうめかぶらぎびるちく,33,東京都府中市宮町1-22-3,139.481415,35.670841,とうきょうとふちゅうしみやまちいちのにじゅうにのさん,13206,2,,,354013,1392853,20091021-20091110,54.2,54.2,
62556,91197,集落,古代(細分不明),竪穴建物25|区画溝|土坑,25,,,,土師器|須恵器|灰釉陶器|カタイ|鉄鏃,竪穴住居跡が集中的に重複して検出された,武蔵国府関連遺跡　宮町２丁目ガス管工事立会地区　第1633.T次,むさしこくふかんれん遺跡,,東京都府中市宮町2-7-6,139.480042,35.668571,とうきょうとふちゅうしみやまち2-7-6,13206,2,,,,,20130606,1.2,1.2,ガス管埋設
47680,91198,集落,縄文,竪穴建物1|落とし穴4|集石土坑2,1,,,,縄文土器|石器,縄文時代中期前半の竪穴建物跡を検出,武蔵国府関連遺跡　宮町3丁目ガス管新設工事地区　第1093次,むさしこくふかんれんいせき,9,東京都府中市宮町3-3-1/16,139.482788,35.667812,とうきょうとふちゅうし,13206,2,,,,,20000118-2000310,431,431,建物新築
62556,91200,集落,古代(細分不明)|中世(細分不明),土坑20|ピットほか,,,,,土師器|陶器,,武蔵国府関連遺跡　宮町３丁目水道工事立会地区　第1640.T2次,むさしこくふかんれん遺跡,,東京都府中市宮町3-2^4先間,139.480057,35.668041,とうきょうとふちゅうしみやまち3-2^4さきかん,13206,2,,,,,20131028-20131105,25.4,25.4,水道布設工事
48033,91202,集落,近世(細分不明),溝7|ピットほか,,,,,陶器,,武蔵国府関連遺跡　宮之咩神社裏地区　第0030次,むさしこくふかんれんいせき　みやのめじんじゃうらちく,2,東京都府中市宮町3-1,139.479401,35.669147,とうきょうとふちゅうしみやまちさんのいち,13206,2,,,354005,1392846,19771124-19780302,500,500,保存目的調査
47686,91203,集落,古代(細分不明)|中世(細分不明),土坑11,,,,,土師器|土師質土器|須恵器,,武蔵国府関連遺跡　京王自動車地区　第866次,むさしこくふかんれんいせき,15,東京都府中市寿町3-1-8,139.474747,35.673138,とうきょうとふちゅうしことぶきちょう,13206,2,,,354011,1392842,19950927-19951006,105.5,105.5,駐車場
47672,91204,集落,古代(細分不明),道路7|土坑15|その他の遺構5,,,,1,,,武蔵国府関連遺跡　京王府中2丁目ビル地区　第207次,むさしこくふかんれんいせき,24,東京都府中市府中町2-1-14,139.482315,35.672905,とうきょうとふちゅうし,13206,2,,,,,19830404-19840214,745,745,建物新築
47678,91205,集落,古代(細分不明)|中世(細分不明),竪穴建物5|掘立柱建物4|井戸1|土坑59|溝10|その他の遺構24,5,4,1,,,約200m四方の溝によって区画されたと考えられる範囲の中央付近の調査で、南北7間以上と考えられる長大な掘立柱建物跡が検出される。中世では、青磁の皿が10枚セットで、薬研と共に出土した。他に鎧の一部である臆病金、大量出土銭などが出土。,武蔵国府関連遺跡　京王府中第9架道橋地区　第246T次,むさしこくふかんれんいせき,16,東京都府中市片町1-23,139.471405,35.671425,とうきょうとふちゅうし,13206,2,,,,,19840716,107.4,107.4,建物新築
48035,91206,集落,古代(細分不明),竪穴建物10|道路2|井戸1|土坑3|溝2|その他の遺構2,10,,1,1,,,武蔵国府関連遺跡　協栄生命保険（株）府中支社地区　第0103次,むさしこくふかんれんいせき　きょうえいせいめいふちゅうかぶふちゅうししゃちく,3,東京都府中市緑町1-16-1,139.48616,35.672375,とうきょうとふちゅうしみどりちょういちのじゅうろくのいち,13206,2,,,354018,1392909,19800401-19800512,203.6,203.6,
47694,91207,集落,古代(細分不明),掘立柱建物1|井戸1|土坑4|溝1|その他の遺構1,,1,1,,,,武蔵国府関連遺跡　協同産業本宿町ビル地区　第687次,むさしこくふかんれんいせき　きょうどうさんぎょうほんしゅくちょうびる,47,東京都府中市本宿町2-8-1,139.461761,35.671814,とうきょうとふちゅうしほんしゅくちょう,13206,2,,,354017,1392743,19920713-19921027,438.5,438.5,社屋建設
47685,91208,集落,古代(細分不明),竪穴建物4|井戸1|土坑1|その他の遺構5,4,,1,,,,武蔵国府関連遺跡　教育舎　EAST地区　第343次,むさしこくふかんれんいせき,45,東京都府中市府中町2-21-11,139.484131,35.675137,とうきょうとふちゅうし,13206,2,,,,,19861104-19861105,35.6,35.6,建物新築等
47695,91211,集落,古代(細分不明),竪穴建物1|掘立柱建物1|土坑30|その他の遺構3,1,1,,,,,武蔵国府関連遺跡　元K＆Y宮町地区　第768次,むさしこくふかんれんいせき　もとけいあんどわいみやまち,8,東京都府中市宮町1-25-1,139.481873,35.670307,とうきょうとふちゅうしみやまち,13206,2,,,354012,1392854,19940110-19940207,72.1,72.1,集合住宅建設
47694,91212,集落,古代(細分不明),竪穴建物3|道路1,3,,,1,,,武蔵国府関連遺跡　元さくら銀行仮設店舗地区　第711次,むさしこくふかんれんいせき　もとさくらぎんこうかせつてんぽ,7,東京都府中市宮町1-24-13,139.481384,35.670326,とうきょうとふちゅうしみやまち,13206,2,,,354011,1392853,19921210-19930111,163.4,163.4,銀行建設
47694,91213,集落,古代(細分不明),竪穴建物1|溝3,1,,,,,,武蔵国府関連遺跡　元宮崎ビル地区　第667次,むさしこくふかんれんいせき　もとみやざきびる,42,東京都府中市片町2-7-3,139.471802,35.670078,とうきょうとふちゅうしかたまち,13206,2,,,354010,1392818,19920228-19920408,130.8,130.8,集合住宅建設
47694,91214,集落,古代(細分不明),竪穴建物1|溝1,1,,,,,,武蔵国府関連遺跡　元府中S-PROJECT地区　662次,むさしこくふかんれんいせき　もとふちゅうえすぷろじぇくと,4,東京都府中市宮西町4-8-1,139.475708,35.670696,とうきょうとふちゅうしみやにしちょう,13206,2,,,354012,1392832,19920203-19920731,553.7,553.7,集合住宅建設
47686,91215,,古代(細分不明),竪穴建物1|溝1,1,,,,,,武蔵国府関連遺跡　原田雄二宅地区　第882次,むさしこくふかんれんいせき,55,東京都府中市緑町2-16-3,139.488846,35.672737,とうきょうとふちゅうしみどりちょう,13206,2,,,354011,1392932,19960207-19960221,60.3,60.3,個人住宅
47710,91216,集落,古代(細分不明),竪穴建物9|掘立柱建物1|土坑1|溝3|その他の遺構2,9,1,,,,,武蔵国府関連遺跡　個人住宅　第1420次,むさしこくふかんれんいせき,21,東京都府中市本宿町1-17-13/5,139.458054,35.670776,とうきょうとふちゅうしほんしゅくちょう,13206,2,,,354013.87,1392731.35,20080603-20080616,29.7,29.7,
47710,91217,集落,古代(細分不明),土坑12|その他の遺構1,,,,,,,武蔵国府関連遺跡　個人住宅　第1423次,むさしこくふかんれんいせき,16,東京都府中市美好町1-6-2,139.47229,35.673313,とうきょうとふちゅうしみよしちょう,13206,2,,,354024.13,1392820.38,20080616-20080627,56.8,56.8,
47710,91218,集落,古代(細分不明),掘立柱建物2|溝1,,2,,,,,武蔵国府関連遺跡　個人住宅　第1427次,むさしこくふかんれんいせき,8,東京都府中市清水が丘2-18-13,139.496277,35.667496,とうきょうとふちゅうししみずがおか,13206,2,,,,,20080806-20080829,39.1,39.1,
47710,91219,集落,古代(細分不明),土坑4|溝1,,,,,,,武蔵国府関連遺跡　個人住宅　第1429次,むさしこくふかんれんいせき,9,東京都府中市清水が丘2-18-13,139.496277,35.667496,とうきょうとふちゅうししみずがおか,13206,2,,,,,20080908-20081003,8.7,8.7,
47710,91220,集落,古代(細分不明),掘立柱建物3|土坑1,,3,,,,,武蔵国府関連遺跡　個人住宅　第1431次,むさしこくふかんれんいせき,22,東京都府中市本宿町1-22-12/18/19,139.461258,35.670605,とうきょうとふちゅうしほんしゅくちょう,13206,2,,,,,20080917-20081007,24.4,24.4,
47710,91221,集落,古代(細分不明)|中世(細分不明),竪穴建物10|掘立柱建物2|土坑16|溝7|その他の遺構9,10,2,,,,河原石積横穴石室墳を2基検出,武蔵国府関連遺跡　個人住宅　第1435次,むさしこくふかんれんいせき,17,東京都府中市美好町3-5-22,139.467926,35.671005,とうきょうとふちゅうしみよしちょう,13206,2,,,,,20081015-20081031,44.1,44.1,
47710,91222,集落,古代(細分不明),竪穴建物2,2,,,,,,武蔵国府関連遺跡　個人住宅　第1437次,むさしこくふかんれんいせき,4,東京都府中市宮町2-12-1,139.481323,35.668869,とうきょうとふちゅうしみやまち,13206,2,,,,,20081125-20081218,67.6,67.6,
47710,91223,集落,古代(細分不明),,,,,,,,武蔵国府関連遺跡　個人住宅　第1438次,むさしこくふかんれんいせき,18,東京都府中市美好町3-5-29,139.467926,35.671005,とうきょうとふちゅうしみよしちょう,13206,2,,,,,20081222-20090130,43.4,43.4,
48172,91224,集落,古代(細分不明),竪穴建物7|掘立柱建物2|土坑6|その他の遺構4,7,2,,,,,武蔵国府関連遺跡　個人住宅地区　M19第1次・M20第1次,むさしこくふかんれんいせき,7,東京都府中市府中町1-34-3,139.480255,35.676502,とうきょうとふちゅうしふちゅうちょう,13206,2,354035,1392849,,,19800204-19800221,257,257,住宅建築
48172,91225,集落,古代(細分不明)|中世(細分不明),竪穴建物4|掘立柱建物1|道路2|土坑2|溝4,4,1,,1,,中世の東西方向の道路を検出,武蔵国府関連遺跡　個人住宅地区　M38第6次,むさしこくふかんれんいせき,3,東京都府中市寿町2-1-12,139.477493,35.673065,とうきょうとふちゅうしことぶきちょう,13206,2,354022,1392837,,,19790827-19790914,128,128,住宅建築
48172,91226,集落,古代(細分不明),道路1|土坑1,,,,1,,,武蔵国府関連遺跡　個人住宅地区　M51第1次・M52第4次,むさしこくふかんれんいせき,6,東京都府中市美好町3-7-22,139.467407,35.671139,とうきょうとふちゅうしみよしちょう,13206,2,354015,1392802,,,19791113-19791210,65,65,住宅建築
48172,91227,集落,古代(細分不明),道路1|土坑3|溝2,,,,1,,鎌倉街道上道と考えられる路面を検出,武蔵国府関連遺跡　個人住宅地区　M52第3次,むさしこくふかんれんいせき,4,東京都府中市美好町3-3-2,139.468445,35.670872,とうきょうとふちゅうしみよしちょう,13206,2,354016,1392807,,,19790903-19791010,107,107,住宅建築
48172,91228,集落,古代(細分不明),土坑2|溝1,,,,,,,武蔵国府関連遺跡　個人住宅地区　M53第2次,むさしこくふかんれんいせき,8,東京都府中市片町1-19-2,139.46991,35.670982,とうきょうとふちゅうしかたまち,13206,2,354016,1392812,,,19800310-19800320,62,62,住宅建築
48033,91230,集落,古代(細分不明)|近世(細分不明),竪穴建物24|掘立柱建物1|柵1|道路1|井戸1|土坑1|溝2|その他の遺構7,24,1,1,1,,主な時代 : 古代　近世以降,武蔵国府関連遺跡　個人住宅地区　第0031次,むさしこくふかんれんいせき　こじんじゅうたくちく,3,東京都府中市宮町2-7-11,139.480042,35.668571,とうきょうとふちゅうしみやまちにのななのじゅういち,13206,2,,,354005,1392848,19771201-19780320,536,536,
48036,91231,集落,古代(細分不明),竪穴建物3|土坑2|溝4,3,,,,,,武蔵国府関連遺跡　個人住宅地区　第1449次,むさしこくふかんれんいせき　こじんじゅうたくちく,7,東京都府中市府中町2-21-5,139.484131,35.675137,とうきょうとふちゅうしふちゅうちょうにのにじゅういちのご,13206,2,,,354029,1392903,20090601-20090727,193.2,193.2,
48036,91232,集落,古代(細分不明),竪穴建物6|掘立柱建物1|土坑16,6,1,,,,,武蔵国府関連遺跡　個人住宅地区　第1451次,むさしこくふかんれんいせき　こじんじゅうたくちく,9,東京都府中市白糸台6-24-1,139.517227,35.6633,とうきょうとふちゅうししらいとだいろくのにじゅうよんのいち,13206,2,,,353946,1393102,20090622-20090717,156.5,156.5,
48036,91233,集落,古代(細分不明),竪穴建物3|道路2|土坑2|溝5|その他の遺構4,3,,,1,,中世の方形竪穴遺構と、方形周溝状遺構を検出,武蔵国府関連遺跡　個人住宅地区　第1455次,むさしこくふかんれんいせき　こじんじゅうたくちく,13,東京都府中市片町1-6-8,139.470322,35.671543,とうきょうとふちゅうしかたまちいちのろくのはち,13206,2,,,354016,1392814,20090706-20090826,112.1,112.1,
48036,91234,集落,古代(細分不明),竪穴建物4|道路1|土坑12|溝4,4,,,1,,東西方向の道路跡を検出,武蔵国府関連遺跡　個人住宅地区　第1456次,むさしこくふかんれんいせき　こじんじゅうたくちく,14,東京都府中市美好町1-35-10,139.468567,35.672745,とうきょうとふちゅうしみよしちょういちのさんじゅうごのじゅう,13206,2,,,354019,1392806,20090709-20090812,55.9,55.9,
48036,91237,集落,古代(細分不明),土坑1|溝1|その他の遺構1,,,,,,埴輪が出土,武蔵国府関連遺跡　個人住宅地区　第1461次,むさしこくふかんれんいせき　こじんじゅうたくちく,20,東京都府中市清水が丘3-32-29,139.50145,35.665062,とうきょうとふちゅうししみずがおかさんのさんじゅうにのにじゅうきゅう,13206,2,,,353952,1393004,20090731-20090819,48.7,48.7,
48036,91238,集落,古代(細分不明),竪穴建物3|掘立柱建物3|柵1,3,3,,,,,武蔵国府関連遺跡　個人住宅地区　第1462次,むさしこくふかんれんいせき　こじんじゅうたくちく,21,東京都府中市本町2-6-15,139.475159,35.667103,とうきょうとふちゅうしほんまちにのろくのじゅうご,13206,2,,,353959,1392830,20090803-20090821,46.6,46.6,
48036,91239,集落,古代(細分不明),竪穴建物2|柵1|溝1,2,,,,,,武蔵国府関連遺跡　個人住宅地区　第1467次,むさしこくふかんれんいせき　こじんじゅうたくちく,26,東京都府中市片町2-18-2,139.469437,35.669651,とうきょうとふちゅうしかたまちにのじゅうはちのに,13206,2,,,354009,1392810,20090916-20091015,73.1,73.1,
48036,91240,集落,古代(細分不明),竪穴建物4|土坑2,4,,,,,昭和20年代に調査された片町遺跡の一部の再発掘,武蔵国府関連遺跡　個人住宅地区　第1468次,むさしこくふかんれんいせき　こじんじゅうたくちく,27,東京都府中市清水が丘3-13-4ほか,139.5,35.666981,とうきょうとふちゅうししみずがおかさんのじゅうさんのよんほか,13206,2,,,353958,1392959,20090917-20091109,146.4,146.4,
48036,91241,集落,古代(細分不明),竪穴建物8|土坑1|溝1,8,,,,,大型の円面硯、石製の分銅？が出土,武蔵国府関連遺跡　個人住宅地区　第1476次,むさしこくふかんれんいせき　こじんじゅうたくちく,35,東京都府中市清水が丘3-32-28,139.50145,35.665062,とうきょうとふちゅうししみずがおかさんのさんじゅうにのにじゅうはち,13206,2,,,353952,1393004,20091124-20091204,51.4,51.4,
48036,91243,集落,古代(細分不明),竪穴建物3|土坑69|溝1|その他の遺構4,3,,,,,,武蔵国府関連遺跡　個人住宅地区　第1483次,むさしこくふかんれんいせき　こじんじゅうたくちく,41,東京都府中市清水が丘3-37-30,139.500717,35.665249,とうきょうとふちゅうししみずがおかさんのさんじゅうななのさんじゅう,13206,2,,,353954,1393002,20100125-20100127,9.7,9.7,
48036,91244,集落,古代(細分不明),土坑4|その他の遺構1,,,,,,,武蔵国府関連遺跡　個人住宅地区　第1485次,むさしこくふかんれんいせき　こじんじゅうたくちく,43,東京都府中市美好町3-26-68,139.463028,35.669788,とうきょうとふちゅうしみよしちょうさんのにじゅうろくのろくじゅうはち,13206,2,,,354009,1392748,20100204-20100304,60.6,60.6,
48109,91249,集落,古代(細分不明),竪穴建物6|土坑24|溝14|その他の遺構17,6,,,,,国司の館の一部か。隣地には四面廂の建物跡や、「大館」墨書が出土し、ここでは、それを区画するような大溝が検出され、畿内産の緑釉陶器がまとまって出土した。,武蔵国府関連遺跡　個人住宅地区　第1508次,むさしこくふかんれんいせき　こじんじゅうたくちく,19,東京都府中市片町1-5-12,139.470917,35.671902,とうきょうとふちゅうしかたまちいちのごのじゅうに,13206,2,,,354018,1392814,20100720-20100806,40.2,40.2,
48109,91250,集落,古代(細分不明),竪穴建物6|土坑2|溝1,6,,,,,「多麻・多麻」と体部外面に焼成後線刻した土師器甕が出土,武蔵国府関連遺跡　個人住宅地区　第1510次,むさしこくふかんれんいせき　こじんじゅうたくちく,21,東京都府中市清水が丘2-10-15ほか,139.495499,35.666008,とうきょうとふちゅうししみずがおかにのじゅうのじゅうごほか,13206,2,,,353957,1392944,20100726-20100903,73.3,73.3,
48109,91251,集落,古代(細分不明),土坑7,,,,,,,武蔵国府関連遺跡　個人住宅地区　第1511次,むさしこくふかんれんいせき　こじんじゅうたくちく,22,東京都府中市本町1-1-18,139.478043,35.668533,とうきょうとふちゅうしほんまちいちのいちのじゅうはち,13206,2,,,354006,1392841,20100809-20100824,25.3,25.3,
48109,91252,集落,古代(細分不明),土坑2,,,,,,,武蔵国府関連遺跡　個人住宅地区　第1519次,むさしこくふかんれんいせき　こじんじゅうたくちく,30,東京都府中市緑町1-8-4,139.48674,35.671211,とうきょうとふちゅうしみどりちょういちのはちのよん,13206,2,,,354016,1392913,20100915-20101004,58.1,58.1,
48109,91253,集落,古代(細分不明),道路1|土坑8|溝3|その他の遺構2,,,,1,,東西方向の道路跡を検出,武蔵国府関連遺跡　個人住宅地区　第1523次,むさしこくふかんれんいせき　こじんじゅうたくちく,33,東京都府中市宮西町3-6-5,139.474518,35.67194,とうきょうとふちゅうしみやにしちょうさんのろくのご,13206,2,,,354019,1392830,20101021-20101111,58,58,
48109,91254,集落,古代(細分不明),,,,,,,,武蔵国府関連遺跡　個人住宅地区　第1525次,むさしこくふかんれんいせき　こじんじゅうたくちく,35,東京都府中市美好町3-37-13/3-37-14,139.466522,35.669025,とうきょうとふちゅうしみよしちょう,13206,2,,,354008,1392759,20101110-20101206,81.2,81.2,
48109,91255,集落,古代(細分不明),道路1 |土坑3,,,,1,,,武蔵国府関連遺跡　個人住宅地区　第1526次,むさしこくふかんれんいせき　こじんじゅうたくちく,36,東京都府中市片町1-17-20,139.47081,35.670925,とうきょうとふちゅうしかたまちいちのじゅうななのにじゅう,13206,2,,,354013,1392814,20101111-20101119,48.8,48.8,
